osm_id,code,fclass,name,lat,lon
358683634,2082,school,County Vocational School,33.5562221,-85.0371656
358683687,2082,school,Grove Park Elementary School,33.7718979,-84.4438452
358683760,2082,school,Walter Leonard Parks Middle School,33.7250386,-84.396434
358683811,2082,school,Crossroads School,32.5481951,-84.704094
358683863,2082,school,Culbertson School,31.1101872,-83.7157263
358683956,2082,school,Danburg School,33.862901,-82.6595812
358684006,2082,school,Darden-Thomas School,33.6231828,-83.0807082
358684010,2204,park,Dargan Park,33.7428847,-84.4235392
358684016,2082,school,Darlington School,34.2251058,-85.184521
358684047,2082,school,Davis Academy,34.2806618,-83.4176608
358684105,2082,school,Davis High School,34.8850783,-85.5488538
358684125,2082,school,Davis School,33.2662552,-82.4926272
358684128,2082,school,John S. Davidson Fine Arts Magnet School,33.4742477,-81.9762229
358684217,2082,school,Dell School,30.7307467,-84.8149203
358684328,2204,park,Dogwood Park,34.3387115,-83.8307344
358684527,2204,park,Dudley Park,33.9559246,-83.3663193
358684529,2082,school,Dunbar School,32.8609634,-84.859376
358684536,2204,park,Duncan Memorial Park,33.5723339,-84.6010423
358684550,2082,school,Duresville School,32.8612493,-83.5762887
358684601,2204,park,East Bank Public Use Area,31.6371115,-85.0496506
358684608,2082,school,East Laurens High School,32.5623879,-82.8193067
358684657,2082,school,Eastern School,33.6276103,-84.4982627
358684697,2082,school,Eastside Elementary School,33.2637955,-84.5795593
358684958,2082,school,Ebenezer School,33.8559569,-82.5154086
358684974,2082,school,Edgewood Elementary School,32.4845864,-84.9265977
358685011,2082,school,Elberta School,32.6531992,-83.6235162
358685022,2082,school,Elem School,32.4582065,-83.7271278
358685057,2082,school,Ellis School,33.4931923,-82.3026234
358685094,2082,school,Emmanuel College,34.2820506,-83.1470939
358685099,2082,school,Emory University School of Dentistry,33.7637172,-84.3821488
358685230,2082,school,Excelsior School,31.9529728,-83.4622475
358685236,2082,school,Margaret Fain Elementary School,33.7562181,-84.4977088
358685261,2082,school,Fairmont School,33.2580696,-84.2576733
358685265,2082,school,Fairmount School,33.3611075,-84.7820239
358685283,2082,school,Fairview School,33.6092763,-84.227976
358685286,2082,school,Fairview School,34.6534147,-85.3513465
358685474,2082,school,Fite School,34.0520436,-85.3041199
358685518,2082,school,Fleming School,33.4195829,-82.0228948
358685534,2204,park,Flintrock Park,32.8195844,-83.7735174
358685598,2204,park,Fort Gordon Recreation Area,33.6770752,-82.3184575
358685623,2082,school,Fountain School,33.6117768,-84.3738141
358685640,2082,school,Fox Elementary School,32.4979196,-84.9857653
358685674,2082,school,Free Branch School,31.847712,-81.4192759
358685827,2082,school,Friendship School,32.2559846,-84.7499232
358685835,2082,school,Friendship School,34.2445403,-84.1924176
358685855,2082,school,Fulton High School,33.6987188,-84.372148
358685875,2082,school,Gainesville Mill School,34.2823243,-83.8204546
358685902,2082,school,Galillee School,33.2484795,-82.9101441
358685913,2082,school,Gammon Theological Seminary,33.7521879,-84.4083254
358685969,2082,school,Doctor George Washington Carver Elementary School,31.9370412,-81.3122348
358685971,2082,school,Georgia Academy for the Blind,32.8479168,-83.6685141
358685974,2082,school,Georgia Avenue School,33.7367736,-84.3960381
358686094,2082,school,Glynn Academy,31.1479,-81.49068
358686120,2256,stadium,Golden Park,32.452367,-84.9920856
358686151,2082,school,Good Hope Peters School,33.7734515,-83.6010016
358686278,2082,school,Grace School,34.5345397,-83.8615733
358686300,2082,school,Graham School,33.3173643,-82.0931745
358686307,2204,park,Grant Park,33.7367734,-84.3718705
358686428,2082,school,Green Grove School,32.0075298,-84.8620579
358686493,2082,school,Greenfield Academy,31.977382,-84.6101963
358686627,2082,school,Gresham High School,32.8351391,-83.6374025
358686636,2082,school,Griffin Academy,33.2287263,-84.232978
358686682,2082,school,Griselda School,30.9479646,-84.8827019
358686694,2082,school,Grooverville School,30.7323123,-83.7122198
358686821,2082,school,Hall School,32.8665271,-83.5829555
358686859,2082,school,Hancock Central High School (Historical),33.2848667,-82.970703
358686914,2204,park,Hard Labor Creek State Park,33.6644115,-83.6051045
358686965,2204,park,Harmon Field,34.2273178,-84.4946512
358687068,2082,school,Harmony-Leland School,33.8103836,-84.5577102
358687070,2082,school,Harmony School,33.7870698,-82.5137415
358687072,2082,school,Harmony Elementary School,34.0971824,-83.9796113
358687144,2082,school,Harris Street School,33.6845529,-84.4349279
358687198,2082,school,Haven Home School,31.9963224,-81.1167785
358687355,2082,school,Alonzo F Herndon Elementary School,33.763162,-84.4207614
358687431,2082,school,High Hope School,32.296577,-81.7470561
358687444,2082,school,Highland School,33.7712168,-84.3552034
358687456,2204,park,Hightower Indian Trail Monument,33.7406646,-83.99769
358687486,2082,school,Hill Street Junior High School,33.0423465,-85.0266046
358687530,2204,park,Hillpine Park,33.7931608,-84.3635371
358687778,2082,school,Holley School,31.5357346,-83.8490658
358687781,2204,park,Holliday Park,33.6523525,-82.54152
358687813,2204,park,Holly Park,34.3348223,-83.8529575
358687883,2082,school,Holy Neck School,30.9007434,-84.9257582
358688083,2015,graveyard,Horning Memorial,32.1135367,-81.3223349
358688263,2082,school,Hubbard High School,33.0218344,-83.9535754
358688280,2082,school,Hudson Hall School,33.1182041,-82.16651
358688295,2082,school,Hudson School,33.5267777,-85.2505039
358688323,2082,school,Hughes Vocational School,32.8356947,-83.6385136
358688354,2082,school,Joseph Humphries Elementary School,33.6717752,-84.3763147
358688374,2204,park,Hunter Memorial Park,33.7403857,-84.7674364
358688518,2204,park,Indian Springs State Park,33.247745,-83.9265015
358688571,2082,school,Irwin Academy,31.6206714,-83.3283567
358688577,2082,school,Isabella School,31.5729524,-84.1160179
358688615,2204,park,Ivy Terrace Park,34.3016506,-83.8348623
358688618,2082,school,J C Harris School,33.7420514,-84.4332618
358688665,2082,school,Jackson Heights School,31.5865632,-84.1204626
358688685,2204,park,James Dykes Memorial Park,32.4143381,-83.4825191
358688690,2082,school,James Junior High School,32.4585088,-81.7942788
358688749,2082,school,Jeff Davis Primary School,31.8712971,-82.6093032
358688757,2204,park,Jekyll Island State Park Authority,31.0832878,-81.4562093
358688770,2082,school,Jenkins School,33.4443947,-81.9984847
358688868,2204,park,John A White Park,33.7287185,-84.44854
358688870,2082,school,John Hancock Academy,33.2623679,-82.9726475
358688895,2082,school,John Milledge Academy,33.1490293,-83.2598784
358689004,2082,school,Johnson School,32.816797,-85.0377141
358689009,2082,school,Johnson School,34.2581494,-85.0605026
358689012,2082,school,Johnson Street School,32.5437779,-82.903754
358689148,2082,school,Jones School,33.7287177,-85.1530039
358689152,2082,school,Jones School,33.7289958,-84.3663147
358689223,2082,school,Josey Academy,32.5335,-82.834585
358689319,2204,park,Keg Creek Wildlife Management Area,33.6345151,-82.2992728
358689369,2082,school,Kelsey School,33.2567803,-84.2574236
358689439,2082,school,Key School,33.7326069,-84.38826
358689464,2204,park,Kicks Playland,31.9515908,-81.9515062
358689474,2082,school,Kight School,33.0269631,-85.0624118
358689493,2082,school,Kincaid School,33.2673363,-84.2799237
358689547,2082,school,Kings Chapel Elementary School,32.4548728,-83.6535156
358689697,2082,school,Lake Creek School,34.0534326,-85.2321735
358689821,2204,park,Lakewood Park,33.7037188,-84.3924266
358689825,2082,school,Lamar School,33.472081,-82.0034496
358689832,2204,park,Lambert Field,33.3870602,-84.8149355
358689888,2082,school,Laney High School,33.4676369,-81.9817825
358689891,2082,school,Laney School,32.6834689,-84.7493723
358689903,2082,school,Glynn Academy Lanier Building,31.1470512,-81.4895459
358689905,2082,school,Lanier High School,32.8370545,-83.6567889
358689916,2082,school,Lanier School,34.4006535,-83.889905
358689925,2204,park,Laroche Park,32.0315994,-81.0795564
358689935,2082,school,Lastinger School,31.4703271,-83.5257291
358689944,2204,park,Laura S Walker State Park,31.1432785,-82.2165115
358689973,2204,park,Laurel Park,34.347045,-83.8068448
358689977,2082,school,Laurens High School,32.419059,-82.9462552
358690105,2082,school,Lee School,34.6517482,-85.2777328
358690107,2082,school,Lee Street School,33.7391801,-84.4134401
358690142,2082,school,Levi White School,33.4442514,-81.9983774
358690220,2082,school,Liberty County High School,31.8482288,-81.5457631
358690226,2082,school,Liberty Guinn School,33.8878808,-84.3843714
358690260,2082,school,Liberty School,34.4614769,-84.9760551
358690270,2082,school,Lillie Cooper School,31.7879443,-84.4435269
358690290,2204,park,Lincoln State Park,32.8023845,-81.9562257
358690301,2082,school,Line Academy,34.4512562,-83.1488727
358690315,2204,park,Linwood Playground,32.6401365,-84.9752108
358690317,2082,school,Linwood School,32.4748648,-84.9765983
358690318,2082,school,Pearl Stephens Elementary School,32.6112398,-83.606948
358690452,2204,park,Little Ocmulgee State Park,32.0985091,-82.8984767
358690488,2204,park,Little Shoal Creek Public Use Area,34.1656557,-84.0140742
358690583,2082,school,Lively School,32.4693418,-81.7865008
358690596,2082,school,Livingston School,33.5384475,-83.9499089
358690636,2082,school,Lomax Junior High School,30.8202027,-83.2693179
358690731,2082,school,Lookout Mountain Rural School,34.8600775,-85.4096824
358690744,2204,park,Loron William Park,31.8546177,-83.933511
358690861,2082,school,Luckie Street School,33.7667728,-84.3949271
358690870,2204,park,Lula Park,34.4151708,-83.7078879
358690876,2204,park,Lumpkin Company Park,34.4270405,-83.9749082
358690911,2082,school,Lyle School,34.0109338,-85.2421735
358690916,2082,school,Lyman Hall School,34.2831573,-83.8421222
358691166,2082,school,Macedonia School,32.7449156,-83.6739453
358691172,2204,park,Mack Miller Park,32.7709658,-84.8763202
358691235,2204,park,Maddox Park,33.7692729,-84.4257616
358691267,2082,school,Madison School,31.5685075,-84.1612966
358691336,2082,school,Magnolia School,30.8340906,-83.2934856
358691350,2082,school,Mahone School,30.8604791,-83.2879303
358691376,2082,school,Manly Taylor Elementary School,32.4568099,-84.9749314
358691406,2082,school,Marble Top School,34.8139668,-85.3752369
358691414,2082,school,Margaret Mitchell School,33.8320491,-84.4335398
358691786,2082,school,McCrary School,33.1437345,-84.5893715
358691846,2082,school,McEver School,34.275101,-83.8854574
358691880,2082,school,McHenry Primary School,34.2191774,-85.1851756
358691892,2082,school,McIntosh School,31.5857406,-84.1609692
358691931,2082,school,McKibben Lane School,32.8915269,-83.6940693
358691967,2082,school,McLlhenny Elementary School,32.4870866,-84.9896541
358692032,2082,school,Meadows School,32.2054477,-82.4026704
358692132,2082,school,Memorial School,31.1555083,-81.490656
358692163,2081,university,Mercer University,32.831806,-83.6499029
358692195,2082,school,Metasville High School,33.762071,-82.6090242
358692254,2724,memorial,Middleground Church Primitive Baptist,32.3944756,-81.7593505
358692411,2082,school,Midway School,32.0307549,-81.8953941
358692429,2082,school,Midway School,34.176207,-85.1460606
358692500,2082,school,Mill Creek School,32.1524249,-81.508167
358692507,2082,school,Milledge School,33.4815252,-81.9973384
358692538,2082,school,Miller Park School,34.2862129,-83.8321219
358692541,2082,school,Miller Elementary School,32.6154226,-83.6382388
358692556,2204,park,Millican Park,33.7139964,-84.4032604
358692589,2082,school,Milton Avenue School,33.7209405,-84.3810374
358692642,2082,school,Minton School,31.3732374,-83.8551769
358692741,2082,school,Model Elementary School,34.339258,-85.0718917
358692769,2082,school,Dougherty County Trainable Mental Retarded Center,31.5712853,-84.158241
358692776,2204,park,Monroe Park,31.2191069,-82.3426281
358692781,2082,school,Monte Sano School,33.4681924,-82.0159499
358692884,2082,school,Moore School,33.2576137,-84.2613126
358692886,2082,school,Mountainbrook School,34.3169243,-84.5501753
358692969,2082,school,Morningside Elementary School,32.5248627,-84.9196534
358692973,2082,school,Morningside Elementary School,33.7970495,-84.3529812
358692976,2084,college,Morris Brown College,33.7543403,-84.408415
358693654,2082,school,Mount Nebo School,33.7534602,-82.6162469
358694174,2082,school,Mount Pleasant School,33.0381806,-84.891323
358694329,2082,school,Mount Vernon School,33.8023277,-84.4404845
358694774,2082,school,Mountain Hill School,32.6968009,-85.0249349
358694826,2204,park,Mozley Park,33.75344,-84.4382621
358694841,2082,school,Mulberry School,31.5787853,-84.140463
358694845,2082,school,Mulberry School,33.816236,-82.6493035
358694863,2082,school,Munjin School,33.1151481,-82.3059573
358694870,2082,school,Murden School,33.5587429,-82.899312
358694922,2204,park,Muscogee County Flatrock Park,32.5482644,-84.8851047
358694927,2120,doctors,Columbus Health Department,32.4835754,-84.9787482
358694969,2082,school,Nancy Hart School,34.2953836,-82.896807
358695007,2082,school,Neal School,32.8104177,-83.6587927
358695228,2082,school,New Empress School,30.6810104,-83.5274198
358695436,2082,school,New Hope School,31.7951752,-83.8740651
358695695,2082,school,New Hope School,32.4657062,-83.7393504
358696112,2082,school,Newnan Junior High School,33.3781717,-84.8004907
358696215,2082,school,North Avenue School,33.6656644,-84.411038
358696230,2082,school,North Dade School,34.9420211,-85.450239
358696247,2082,school,North Hall School,34.4270422,-83.8512933
358696254,2082,school,North Jonesboro School,33.5365009,-84.3554797
358696266,2082,school,North Rome School,34.2650934,-85.1474498
358696273,2082,school,North School,31.1337958,-84.1610137
358696298,2082,school,Northeast School,32.103498,-84.1285178
358696323,2082,school,Northside High School,32.6279222,-83.6307386
358696347,2082,school,Northside School,31.6062845,-84.1737971
358696355,2082,school,William James Middle School,32.4901561,-81.8135514
358696362,2082,school,Northside School,33.2563029,-84.2628812
358696366,2082,school,Northside Elementary School,33.4231706,-84.7966021
358696371,2082,school,Northside School,34.1862201,-83.2840429
358696374,2082,school,Northside School,34.2678711,-85.1574501
358696791,2082,school,Oak Grove School,34.0962098,-84.6116001
358696872,2082,school,Oak Mountain Academy,33.5564999,-85.0374434
358696993,2082,school,Oconee School,33.9523372,-83.3662688
358697059,2082,school,Okapilco School,31.2466705,-83.8049058
358697069,2082,school,J B Henderson Elementary School,33.445393,-84.0410239
358697171,2204,park,Old Federal Road Park,34.2223229,-83.9493487
358697383,2204,park,Optimist Field,34.0700988,-85.2691191
358697403,2082,school,Orange Street School,31.6085474,-81.8926147
358697421,2082,school,Orrs School,33.2509232,-84.2908995
358697424,2082,school,Osborne School,33.9153807,-84.5460436
358697430,2082,school,Osburn School,34.8950655,-85.2790742
358697601,2082,school,Palmyra School,31.592118,-84.1796305
358697646,2082,school,Park Lane School,33.6784419,-84.4249275
358697721,2082,school,Parkwood School,32.6243112,-83.6299053
358697789,2082,school,Patterson School,31.401049,-82.1370636
358697850,2082,school,Pearl Junior High School,33.6051256,-83.470166
358697881,2204,park,Peek Forest Park,34.1098199,-85.2555079
358697898,2082,school,Rusk Elementary School,33.7389997,-84.4195146
358697994,2204,park,Pepperell Park,33.0512353,-85.0032706
358698000,2204,park,Perkerson Park,33.7112188,-84.4127052
358698026,2082,school,Glynn County Schools Perry Building - Staff Development,31.162445,-81.4916387
358698146,2082,school,Phillip Grove School,33.0289401,-82.0456095
358698718,2082,school,Pine Street School,33.4756925,-82.5020732
358698761,2082,school,Pineland School,31.1335198,-83.7760062
358698764,2204,park,Pinelawn Memorial Park,32.4493419,-81.8190019
358698778,2082,school,Pinevale High School,30.8252026,-83.2673736
358699264,2082,school,Pleasant Grove School,33.2901429,-82.1395645
358699611,2015,graveyard,Polhill Cemetery,33.2470884,-82.2142884
358699643,2082,school,Pond Springs School,34.8534943,-85.3137183
358699674,2082,school,Pooler Elementary School,32.12121,-81.2519748
358699905,2082,school,Luther Judson Price Middle School,33.7092742,-84.3874265
358700118,2082,school,Pryor Street School,33.7306882,-84.394145
358700152,2082,school,Purvis School,33.3198644,-82.4542933
358700176,2082,school,Quinnie Hall School,33.0945942,-82.1148423
358700183,2082,school,R L Hope School,33.8456596,-84.3715931
